"290","0","1","0","3","0","5","6","11","14","13","22","24","27","27","34","31"
"291","0","0","0","0","0","0","0","1","1","5","6","2","5","1","4","2"
"295","0","0","0","0","0","1","0","0","0","0","0","3","0","2","6","2"
"300","0","0","0","0","0","1","0","1","1","5","5","4","1","1","0","0"
"301","0","0","0","0","0","0","0","1","1","1","0","2","1","0","4","1"
"306","0","1","0","1","0","0","1","0","1","1","1","2","1","2","1","2"
"309","0","0","0","2","0","3","2","1","3","3","11","12","2","3","10","14"
"312","0","0","0","0","0","1","0","4","7","2","0","2","3","4","4","9"
"313","0","0","0","0","0","2","0","0","1","1","1","3","1","4","10","12"
"315","0","2","0","0","0","3","2","3","3","3","8","8","5","3","8","25"
"316","0","1","0","1","0","2","1","2","1","2","3","14","3","8","7","4"
"317","0","0","0","0","0","2","0","1","3","2","4","1","1","5","11","3"
"320","0","0","0","1","0","0","0","13","16","9","33","28","12","3","9","10"
"323","0","0","0","0","0","0","0","3","4","2","2","3","4","1","1","3"
"328","0","0","0","1","0","1","0","2","0","3","3","0","0","0","1","2"
"337","0","1","0","1","0","0","0","1","0","0","0","2","4","0","0","1"
"338","0","0","0","0","0","1","1","4","1","2","3","6","6","4","17","17"
"342","0","0","0","2","0","1","0","3","2","2","8","8","2","2","6","1"
"347","0","0","0","1","0","0","0","0","0","0","0","0","0","0","7","5"
"349","0","0","0","0","0","0","0","6","2","0","0","2","1","0","8","12"
"353","0","0","0","1","0","0","1","0","1","4","1","1","0","0","1","1"
"355","0","1","0","2","0","1","3","5","3","2","6","4","4","6","0","5"
"356","0","0","0","1","0","3","1","13","11","8","1","0","0","11","20","13"
"358","0","0","0","1","0","1","2","1","2","3","5","5","4","5","1","1"
"364","0","0","0","0","0","2","5","3","3","4","3","3","0","2","3","8"
"367","0","0","0","0","0","0","0","0","1","0","0","6","1","2","7","5"
"368","0","0","0","2","0","1","2","0","0","1","5","7","0","12","39","56"
"376","0","0","0","0","0","0","0","0","0","4","0","3","0","1","5","2"
"378","0","0","0","0","0","0","2","2","1","1","1","1","0","0","3","5"
"379","0","0","0","0","0","0","0","0","6","3","7","7","2","4","6","3"
"392","0","0","0","2","0","1","2","4","1","4","1","10","7","0","5","2"
"411","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","7"
"421","0","0","0","31","10","2","0","0","0","0","0","1","0","0","0","0"
"427","0","0","0","1","0","0","0","0","2","0","1","1","3","3","27","7"
"430","0","0","0","2","0","0","2","3","5","5","29","37","22","9","22","32"
"432","0","0","0","0","0","0","0","2","2","0","3","9","4","2","2","0"
"434","0","0","0","0","1","1","2","3","2","2","1","0","0","0","4","1"
"435","0","0","0","0","0","1","0","0","0","0","0","3","1","3","10","2"
"438","0","0","0","2","0","1","1","0","8","5","2","6","1","1","3","6"
"684","0","0","1","1","0","0","0","0","2","0","5","0","1","1","0","0"
"841","0","0","0","1","32","146","66","91","71","13","89","248","74","18","0","0"
"910","0","0","0","0","1","6","3","4","21","3","29","116","34","1","0","0"
"1095","0","1","2","3","1","1","3","2","4","6","11","15","5","6","14","1"
"1437","0","0","0","13","2","0","0","0","0","0","0","0","0","0","0","0"
"1472","0","0","0","11","12","13","4","5","5","16","112","72","62","37","45","35"
"1486","0","0","0","2","1","7","5","14","6","1","5","5","3","0","0","0"
"1568","0","0","0","0","7","27","20","17","26","15","30","26","11","5","37","26"
"1577","0","0","1","0","3","2","0","0","3","0","5","16","6","1","11","5"
"1579","0","0","1","1","0","0","1","2","1","0","1","2","2","0","0","1"
"1610","0","0","0","0","3","2","1","0","1","1","1","19","1","2","13","4"
"1688","0","0","0","0","0","0","1","0","0","2","0","2","0","7","4","10"
"1753","0","0","2","1","3","3","0","1","0","1","0","0","0","3","1","0"
"1827","0","0","1","0","0","1","1","0","0","2","2","1","2","0","0","1"
"1863","0","0","2","2","6","5","1","0","3","0","0","3","0","5","1","2"
"1875","0","0","0","0","0","0","6","2","1","1","1","1","0","0","1","1"
"1915","0","0","0","0","2","5","4","14","6","7","9","9","4","6","10","11"
"1934","0","0","0","0","0","0","0","1","0","0","0","7","0","2","1","1"
"2015","0","0","1","1","0","3","0","2","0","0","0","0","0","5","7","3"
"2067","0","0","0","0","0","0","0","1","3","0","6","7","0","0","4","0"
"2169","0","0","2","19","7","9","2","0","0","0","0","0","0","0","1","0"
"3055","0","0","0","5","2","2","1","23","5","9","4","0","0","0","0","0"
"3128","0","0","1","2","0","9","4","0","0","0","1","2","0","0","0","0"
"3277","0","0","0","14","4","8","0","0","0","0","0","0","0","0","0","0"
"3311","0","0","0","5","1","8","2","5","7","2","3","13","8","8","7","16"
"3339","0","0","0","0","7","6","5","5","5","1","5","4","2","3","3","5"
"3398","0","0","0","9","8","3","2","6","4","2","3","4","3","3","6","3"
"3402","0","0","1","1","1","1","0","1","7","1","4","9","1","5","8","0"
"3404","0","0","0","2","1","2","2","5","5","1","3","4","2","1","2","0"
"3406","0","0","0","1","2","1","1","4","3","1","0","0","0","1","4","1"
"3407","0","0","0","0","0","2","0","4","4","5","6","9","2","2","3","2"
"3408","0","0","0","1","2","0","0","4","7","2","1","1","1","9","10","3"
"3447","0","0","1","1","1","0","0","2","1","1","0","3","0","1","0","0"
"3474","0","0","0","4","1","0","1","1","3","0","0","2","0","1","0","1"
"3495","0","0","0","1","4","3","3","1","1","2","2","1","2","2","2","2"
"3496","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4"
"3497","0","0","1","1","2","0","0","2","0","1","0","0","3","2","3","2"
"3501","0","0","1","0","0","0","0","1","0","0","0","0","1","9","0","0"
"3502","0","0","1","0","1","1","0","6","0","1","0","1","1","2","2","1"
"3550","0","0","0","0","2","0","0","0","4","2","0","0","2","0","4","1"
"3724","0","0","0","5","6","3","0","0","0","0","0","0","0","0","0","0"
"3801","0","0","0","21","3","3","0","0","0","0","0","0","0","0","0","0"
"3909","0","0","0","3","2","1","0","0","0","1","5","0","0","1","4","1"
"3987","0","0","0","3","1","2","0","1","2","0","2","0","3","3","2","1"
"3988","0","0","0","0","1","0","1","1","0","1","5","3","1","0","0","0"
"3989","0","0","0","6","0","1","1","0","1","1","0","0","0","0","6","0"
"4003","0","0","0","1","2","0","0","7","4","0","5","4","5","0","4","4"
"4128","0","0","0","0","1","1","0","0","0","0","0","0","0","0","3","3"
"4135","0","0","0","2","0","1","0","1","1","1","2","4","0","1","4","0"
"4158","0","0","0","0","3","5","8","0","0","1","3","3","0","2","0","0"
"4194","0","0","0","1","0","2","2","2","17","4","3","4","3","4","9","17"
"4213","0","0","0","23","7","0","0","2","0","1","0","0","0","0","1","0"
"4234","0","0","0","3","0","0","1","4","0","0","1","1","0","1","1","2"
"4247","0","0","0","3","0","0","2","2","2","1","2","0","0","0","1","0"
"4249","0","0","0","0","0","0","0","0","1","0","2","6","5","13","17","8"
"4250","0","0","0","2","0","1","3","3","10","8","5","3","2","12","10","12"
"4254","0","0","0","0","0","1","0","3","6","8","5","2","1","3","0","0"
"4255","0","0","0","2","0","0","2","4","2","4","7","3","2","3","8","3"
"4256","0","0","0","1","0","0","1","7","5","3","11","3","2","5","4","8"
"4258","0","0","0","2","0","0","1","4","2","0","9","12","1","8","10","16"
"4259","0","0","0","1","0","0","3","8","3","0","7","11","11","7","13","2"
"4260","0","0","0","1","0","3","2","2","3","0","4","5","8","4","9","11"
"4261","0","0","0","1","1","2","1","8","13","2","7","1","4","0","0","0"
"4262","0","0","0","1","0","0","0","3","0","1","1","2","0","0","2","2"
"4263","0","0","0","1","0","0","1","0","3","1","1","5","1","1","5","1"
"4265","0","0","0","4","0","3","4","0","2","1","7","5","7","0","0","3"
"4266","0","0","0","1","0","1","2","1","1","0","0","4","0","0","4","4"
"4267","0","0","0","1","0","0","3","0","1","0","0","2","1","0","1","3"
"4268","0","0","0","2","0","0","0","0","1","0","3","2","0","1","0","1"
"4270","0","0","0","1","0","3","7","2","3","1","0","5","2","5","21","3"
"4275","0","0","0","1","0","0","0","4","3","0","2","15","1","0","0","5"
"4277","0","0","0","2","0","0","1","2","1","1","4","1","0","1","3","6"
"4279","0","0","0","1","0","0","3","4","7","2","1","0","0","0","0","0"
"4280","0","0","0","0","0","0","0","1","3","2","0","1","0","0","1","1"
"4285","0","0","0","1","0","0","0","1","1","1","4","7","1","3","5","11"
"4286","0","0","0","1","0","0","0","1","6","2","2","5","1","0","4","3"
"4287","0","0","0","0","0","0","0","1","0","0","0","6","1","4","1","1"
"4289","0","0","0","0","0","0","0","0","0","0","0","1","0","1","3","1"
"4292","0","0","0","1","0","0","0","0","0","0","0","2","1","2","2","2"
"4298","0","0","0","0","0","0","0","0","1","0","3","0","1","0","3","1"
"4299","0","0","0","1","0","0","0","3","2","0","3","1","0","4","4","6"
"4301","0","0","0","1","0","0","0","0","0","1","3","0","0","0","4","5"
"4304","0","0","0","0","0","0","2","3","4","0","0","0","0","0","4","3"
"4307","0","0","0","1","1","1","0","3","0","0","2","0","0","0","0","8"
"4308","0","0","0","1","0","0","0","6","1","0","1","0","1","8","8","9"
"4309","0","0","0","1","0","0","0","1","0","0","6","7","0","0","1","1"
"4310","0","0","0","0","0","0","0","0","0","0","2","14","9","12","17","5"
"4313","0","0","0","2","1","1","2","0","1","2","3","3","0","0","4","2"
"4316","0","0","0","1","0","0","2","1","1","1","1","2","2","3","4","3"
"4317","0","0","0","1","0","2","2","1","4","0","0","0","0","0","0","2"
"4326","0","0","0","0","0","0","1","2","1","1","24","12","2","0","0","0"
"4329","0","0","0","2","0","1","2","3","11","3","4","7","3","4","5","6"
"4331","0","0","0","3","0","0","0","3","5","1","6","7","1","1","5","3"
"4334","0","0","0","2","2","0","0","3","3","3","1","3","1","10","5","3"
"4340","0","0","0","0","0","0","0","0","0","0","0","0","0","2","37","26"
"4342","0","0","0","2","1","0","1","2","0","1","6","4","3","4","6","3"
"4345","0","0","0","1","0","0","0","0","1","2","1","1","0","0","1","3"
"4350","0","0","0","1","0","1","3","2","2","0","1","0","0","0","4","9"
"4356","0","0","0","0","0","0","6","17","12","10","4","0","1","0","14","13"
"4376","0","0","0","0","1","0","1","0","0","0","0","0","3","9","3","4"
"4377","0","0","0","0","0","0","0","0","0","2","3","4","1","2","3","0"
"4387","0","0","0","1","1","3","4","18","4","0","6","6","3","6","32","25"
"4427","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7"
"4433","0","0","0","0","0","1","0","0","0","1","8","2","0","0","2","4"
"4521","0","0","0","0","0","0","2","9","2","4","5","7","3","6","2","2"
"4530","0","0","0","0","0","0","0","0","0","1","8","6","0","3","13","3"
"4636","0","0","0","0","3","1","1","6","2","6","2","1","0","0","1","0"
"4640","0","0","0","1","0","1","0","3","3","2","1","1","0","1","0","0"
"4666","0","0","0","0","0","0","2","0","2","0","0","0","0","1","5","7"
"4719","0","0","0","3","0","0","0","1","1","0","1","1","2","0","1","1"
"4744","0","0","0","0","0","1","3","2","2","2","0","4","4","2","2","2"
"4759","0","0","0","0","0","0","0","0","7","3","4","3","0","0","0","0"
"4760","0","0","0","1","0","0","0","2","8","3","4","3","3","0","0","1"
"4761","0","0","0","0","0","0","0","1","3","2","2","3","2","0","3","0"
"4853","0","0","0","2","0","0","0","0","0","0","0","0","0","0","26","14"
"4856","0","0","0","1","0","0","0","0","0","0","0","0","0","4","7","1"
"4857","0","0","0","1","0","1","7","4","3","6","0","3","4","2","4","0"
"4858","0","0","0","1","0","2","1","1","3","2","8","4","0","2","7","6"
"4859","0","0","0","1","0","0","0","0","0","0","0","4","7","1","0","0"
"4860","0","0","0","0","0","0","0","0","2","6","2","0","1","1","2","6"
"4861","0","0","0","0","0","0","0","0","0","0","2","10","0","0","0","0"
"4863","0","0","0","1","0","1","1","0","0","0","1","1","0","6","1","4"
"4864","0","0","0","1","0","1","0","0","0","1","5","3","0","2","4","5"
"4870","0","0","0","1","0","0","4","1","0","1","1","0","1","8","1","4"
"4871","0","0","0","1","0","0","0","4","3","0","1","0","1","2","5","0"
"4874","0","0","0","1","0","0","1","0","1","0","4","2","0","3","7","4"
"4875","0","0","0","2","0","0","0","0","2","2","4","9","2","4","5","2"
"4877","0","0","0","0","0","0","0","0","0","0","0","2","0","3","0","2"
"4878","0","0","0","1","0","0","0","0","0","3","1","3","0","0","1","4"
"4879","0","0","0","3","0","4","0","8","10","5","12","15","8","8","19","9"
"4880","0","0","0","0","0","0","0","0","16","5","28","30","14","5","32","15"
"4884","0","0","0","2","0","1","2","0","1","1","8","11","8","7","7","13"
"4887","0","0","0","0","1","0","0","1","0","0","2","0","0","2","5","1"
"4896","0","0","0","1","0","1","0","0","0","0","0","0","5","2","0","0"
"4912","0","0","0","1","0","0","0","0","2","0","0","0","0","1","5","1"
"4914","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","7"
"4938","0","0","0","1","0","1","0","1","1","1","3","4","1","0","8","2"
"4940","0","0","0","1","0","1","4","10","10","4","14","13","2","4","8","7"
"4941","0","0","0","1","3","0","1","2","0","0","0","1","0","2","0","0"
"4943","0","0","0","0","0","2","4","3","5","4","3","4","4","1","0","2"
"4945","0","0","0","2","0","3","3","8","11","9","12","14","9","9","14","12"
"4947","0","0","0","1","0","0","0","1","4","3","7","12","3","2","3","3"
"4954","0","0","0","1","0","0","0","2","3","3","2","4","0","3","3","4"
"4955","0","0","0","1","0","1","0","2","1","2","10","3","2","2","8","3"
"4956","0","0","0","0","0","0","0","0","0","0","4","6","1","1","1","1"
"4959","0","0","0","1","0","0","1","1","0","0","0","3","4","1","1","5"
"4965","0","0","0","1","1","0","0","0","2","7","11","11","9","0","7","5"
"4967","0","0","0","2","0","2","1","0","6","0","0","12","0","0","0","0"
"4986","0","0","0","0","0","0","0","0","2","0","0","3","1","0","0","3"
"5034","0","0","0","1","0","3","4","1","2","5","8","10","6","1","12","5"
"5087","0","0","0","0","0","0","2","3","2","2","0","0","0","0","2","0"
"5130","0","0","0","1","1","1","2","0","0","1","2","2","0","0","0","0"
"5152","0","0","0","1","1","1","1","0","1","0","1","2","0","1","0","1"
"5172","0","0","0","1","1","0","0","0","0","1","1","0","0","0","2","2"
"5356","0","0","0","1","2","3","4","3","9","7","8","2","4","2","1","3"
"5434","0","0","0","3","1","0","0","1","0","0","2","2","0","0","2","0"
"5442","0","0","0","0","0","0","0","0","0","1","3","1","0","2","0","2"
"5462","0","0","0","10","2","0","0","1","0","0","0","0","0","0","0","0"
"5615","0","0","0","0","0","3","4","11","0","0","0","0","0","0","0","0"
"5676","0","0","0","3","5","1","1","1","0","5","15","5","0","8","19","6"
"5759","0","0","0","0","0","0","0","0","1","0","1","3","0","1","3","1"
"5762","0","0","0","1","0","1","0","0","6","0","5","1","0","0","0","0"
"5764","0","0","0","0","0","0","0","2","2","0","0","2","4","3","2","1"
"5769","0","0","0","2","0","0","0","0","4","2","2","0","0","0","14","6"
"5777","0","0","0","1","0","0","0","0","0","2","3","12","3","4","1","1"
"5779","0","0","0","0","0","0","0","0","0","2","3","4","3","2","3","1"
"5788","0","0","0","0","0","0","0","2","5","0","2","1","2","1","4","2"
"5789","0","0","0","0","0","0","0","0","0","0","0","2","2","5","6","3"
"5795","0","0","0","0","0","0","1","1","0","2","0","0","3","0","0","2"
"5805","0","0","0","1","0","0","0","0","0","0","1","11","4","1","4","7"
"5813","0","0","0","0","1","0","1","0","6","3","4","0","0","3","7","6"
"5814","0","0","0","1","0","1","0","4","5","2","2","7","3","2","2","3"
"5818","0","0","0","0","0","1","1","3","5","1","3","5","6","3","3","4"
"5819","0","0","0","3","1","0","1","3","4","5","5","7","0","7","25","15"
"5820","0","0","0","0","0","1","2","1","3","1","1","1","0","3","8","7"
"5821","0","0","0","0","0","0","2","2","3","2","7","4","1","3","1","4"
"5823","0","0","0","1","0","0","0","0","1","3","1","0","2","2","3","7"
"5828","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","4"
"5840","0","0","0","0","0","0","0","0","0","2","3","1","0","0","7","3"
"5852","0","0","0","2","0","0","0","4","2","0","3","2","2","0","3","2"
"5861","0","0","0","0","0","0","0","0","0","0","0","2","18","17","25","27"
"5940","0","0","0","1","1","0","0","1","1","2","1","2","2","0","0","0"
"6168","0","0","0","0","0","0","0","0","0","0","0","0","0","2","8","2"
"6231","0","0","0","0","1","1","0","4","2","0","3","2","2","1","2","1"
"6260","0","0","0","0","0","1","2","3","0","2","3","3","2","5","14","5"
"6262","0","0","0","1","0","0","0","1","1","1","4","1","0","0","2","4"
"6269","0","0","0","0","0","0","2","3","4","1","0","0","0","0","0","0"
"6270","0","0","0","0","0","0","0","0","0","1","0","4","0","2","0","5"
"6274","0","0","0","1","0","0","0","4","2","0","3","2","2","6","12","8"
"6275","0","0","0","0","0","0","0","0","0","0","0","0","1","4","3","5"
"6279","0","0","0","0","0","0","0","0","1","2","9","15","3","5","23","10"
"6283","0","0","0","1","0","0","1","0","0","2","3","0","4","2","4","6"
"6288","0","0","0","1","0","0","2","3","7","1","1","2","0","1","0","1"
"6292","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","10"
"6311","0","0","0","0","0","1","0","0","0","1","0","0","2","1","6","3"
"6317","0","0","0","0","0","1","1","2","0","0","3","5","1","0","3","0"
"6344","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7"
"6376","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","7"
"6492","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"6518","0","0","0","5","5","0","1","0","0","0","0","0","0","0","0","0"
"6705","0","0","0","0","2","3","2","0","6","1","11","2","1","3","4","5"
"6724","0","0","0","3","1","4","4","1","2","2","8","29","20","8","4","2"
"6725","0","0","0","1","2","5","6","5","2","0","4","1","5","1","5","0"
"6734","0","0","0","0","1","1","0","0","2","0","2","0","0","0","4","0"
"6742","0","0","0","2","2","4","0","2","1","0","5","3","3","3","5","1"
"6743","0","0","0","0","1","2","0","2","2","0","1","0","0","2","0","0"
"6746","0","0","0","0","0","1","0","1","1","1","3","2","0","0","0","1"
"6760","0","0","0","2","4","0","2","0","0","0","0","0","0","1","2","0"
"6762","0","0","0","5","9","1","0","1","3","0","1","0","0","0","0","0"
"6764","0","0","0","0","1","3","0","0","6","3","6","3","7","1","0","3"
"6766","0","0","0","1","0","0","0","0","1","0","3","10","8","7","4","4"
"6770","0","0","0","1","1","3","6","1","3","0","13","8","5","3","1","3"
"6783","0","0","0","0","2","1","1","7","6","1","0","27","13","0","0","0"
"6793","0","0","0","0","1","2","0","0","0","1","3","0","0","0","2","1"
"6794","0","0","0","1","2","6","0","1","0","0","0","1","0","0","0","0"
"6799","0","0","0","0","0","0","0","0","0","0","0","0","2","0","6","11"
"6907","0","0","0","1","1","1","1","4","5","2","0","4","1","0","2","5"
"6913","0","0","0","1","3","7","10","11","9","10","12","8","14","10","12","9"
"6914","0","0","0","1","2","9","1","11","7","4","6","6","8","13","15","11"
"6920","0","0","0","1","1","3","3","0","1","0","0","0","0","0","0","0"
"7064","0","0","0","0","2","4","0","0","4","1","2","0","0","0","0","0"
"7066","0","0","0","0","1","0","0","0","3","4","10","4","1","2","10","7"
"7075","0","0","0","1","1","2","2","4","6","1","14","10","8","7","10","5"
"7155","0","0","0","0","28","46","5","6","9","0","0","0","0","0","0","0"
"7172","0","0","0","0","0","0","0","0","0","0","2","0","1","0","3","4"
"7173","0","0","0","0","0","0","0","0","0","0","0","0","0","2","8","2"
"7224","0","0","0","1","1","0","0","2","3","4","13","4","4","9","4","7"
"7246","0","0","0","1","4","2","2","3","3","1","0","4","0","0","1","0"
"7249","0","0","0","1","2","2","3","1","3","3","5","2","1","4","0","0"
"7279","0","0","0","1","0","1","1","0","7","9","1","3","0","0","0","0"
"7283","0","0","0","0","1","2","3","4","1","0","0","0","0","0","3","0"
"7296","0","0","0","1","2","3","2","2","7","3","8","10","8","5","10","3"
"7340","0","0","0","0","0","1","0","6","2","2","7","7","6","2","2","3"
"7412","0","0","0","1","7","0","3","0","1","1","1","1","0","1","2","0"
"7472","0","0","0","1","4","0","0","1","0","6","7","2","1","8","10","5"
"7504","0","0","0","0","0","0","0","0","5","0","7","1","1","1","1","0"
"7521","0","0","0","0","4","12","7","6","9","11","15","26","30","3","4","1"
"7526","0","0","0","0","0","1","0","3","5","0","0","0","0","0","5","2"
"7532","0","0","0","1","1","1","0","1","1","1","3","1","0","0","0","0"
"7534","0","0","0","1","3","10","6","12","12","3","4","7","0","0","0","1"
"7536","0","0","0","0","3","3","0","0","4","2","0","1","0","0","0","0"
"7555","0","0","0","1","0","3","5","4","0","0","1","0","0","0","0","0"
"7580","0","0","0","1","1","4","2","4","5","2","4","0","0","0","0","0"
"7586","0","0","0","0","3","4","2","7","1","1","1","0","0","0","0","0"
"7598","0","0","0","0","3","4","1","2","9","3","3","3","2","1","0","0"
"7602","0","0","0","0","1","0","4","1","2","1","0","1","1","0","0","0"
"7606","0","0","0","0","2","3","1","3","2","2","1","3","1","0","0","0"
"7609","0","0","0","0","0","0","0","0","7","11","8","4","0","0","0","0"
"7612","0","0","0","0","3","26","45","50","53","45","54","28","23","2","0","0"
"7617","0","0","0","0","3","13","3","4","2","1","6","5","1","0","0","0"
"7628","0","0","0","0","2","2","1","2","1","1","1","1","0","0","0","0"
"7629","0","0","0","0","2","2","0","4","2","7","5","8","5","0","0","0"
"7631","0","0","0","0","3","2","0","0","0","0","3","2","0","0","0","0"
"7656","0","0","0","0","1","2","1","5","1","4","5","1","0","0","0","0"
"7662","0","0","0","0","2","4","3","2","6","2","5","10","0","1","0","0"
"7666","0","0","0","0","4","7","3","11","11","1","4","3","0","0","0","0"
"7714","0","0","0","0","0","0","0","0","2","1","6","0","1","0","0","0"
"7721","0","0","0","0","1","1","3","0","3","2","1","0","0","0","0","0"
"7723","0","0","0","0","1","3","1","1","1","0","2","2","1","0","0","6"
"7728","0","0","0","0","1","4","0","0","0","0","0","0","0","3","2","4"
"7734","0","0","0","0","2","3","3","1","0","2","0","0","0","0","0","0"
"7745","0","0","0","0","1","0","1","1","2","1","2","1","0","1","3","0"
"7770","0","0","0","0","5","4","0","1","1","0","0","1","1","0","0","0"
"7782","0","0","0","0","2","0","1","0","1","1","0","7","0","2","1","0"
"7815","0","0","0","0","1","5","0","0","1","0","0","0","2","0","0","4"
"7816","0","0","0","0","2","5","4","8","5","5","9","2","2","2","0","0"
"7821","0","0","0","0","0","0","0","0","2","2","2","0","0","3","5","3"
"7848","0","0","0","0","0","0","1","1","0","0","3","6","0","0","0","0"
"7849","0","0","0","0","2","1","1","0","0","1","2","5","0","0","0","0"
"7860","0","0","0","0","4","4","5","7","1","4","5","1","1","0","0","3"
"7885","0","0","0","0","1","0","0","0","10","2","5","7","8","0","4","1"
"7889","0","0","0","0","0","0","0","0","0","2","2","2","0","0","2","1"
"7890","0","0","0","0","1","0","0","1","2","8","7","6","6","4","12","6"
"7893","0","0","0","0","1","5","3","4","5","2","3","1","0","0","2","0"
"7899","0","0","0","0","2","1","2","0","0","0","0","4","1","0","0","0"
"7901","0","0","0","0","1","3","1","5","3","2","7","9","7","1","0","0"
"7906","0","0","0","0","3","3","0","2","1","1","0","0","0","0","0","0"
"7909","0","0","0","0","1","0","0","0","1","4","4","3","0","0","0","0"
"7935","0","0","0","0","1","2","3","2","0","2","5","10","0","0","0","0"
"7963","0","0","0","0","0","0","0","1","7","4","5","1","0","2","0","0"
"7998","0","0","0","0","2","0","2","10","2","1","19","11","0","2","0","0"
"8002","0","0","0","0","1","0","0","4","4","2","3","2","0","0","0","0"
"8006","0","0","0","0","2","2","3","3","9","6","9","4","5","0","0","0"
"8050","0","0","0","0","2","3","5","16","9","10","19","18","6","2","8","7"
"8052","0","0","0","0","3","0","0","3","0","2","0","0","2","0","1","0"
"8098","0","0","0","0","2","0","0","4","0","0","2","2","0","0","2","0"
"8108","0","0","0","0","0","1","2","3","0","1","1","1","2","0","0","0"
"8119","0","0","0","0","4","4","0","1","5","0","0","0","0","0","0","0"
"8121","0","0","0","0","2","2","0","5","6","1","4","5","2","11","7","3"
"8179","0","0","0","0","3","4","3","1","0","0","0","0","0","0","0","0"
"8197","0","0","0","0","0","0","0","0","0","2","7","0","0","1","9","3"
"8212","0","0","0","0","0","0","0","0","0","7","1","0","0","0","0","0"
"8214","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","10"
"8258","0","0","0","0","28","27","5","3","1","4","5","1","0","0","0","0"
"8265","0","0","0","0","3","6","5","5","7","9","17","8","4","12","2","0"
"8292","0","0","0","0","1","0","0","1","0","5","0","0","1","0","0","0"
"8312","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","1"
"8316","0","0","0","0","4","2","1","3","2","3","6","2","0","1","6","1"
"8340","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","12"
"8359","0","0","0","0","0","1","0","6","1","5","1","1","1","0","0","0"
"8395","0","0","0","0","1","1","0","0","0","0","0","0","3","1","9","1"
"8415","0","0","0","0","0","3","0","0","0","1","10","0","0","0","0","0"
"8457","0","0","0","0","1","0","0","0","0","1","6","1","10","2","7","5"
"8572","0","0","0","0","1","1","6","10","2","1","4","6","2","1","1","1"
"8575","0","0","0","0","4","5","1","6","5","2","0","4","0","0","0","0"
"8605","0","0","0","0","0","2","3","3","1","3","1","0","0","0","0","0"
"8615","0","0","0","0","1","4","3","5","6","5","0","1","1","0","0","1"
